Estado,Sembrada_ha,Cosechada_ha,Año,Mes,Tipo_sequia,perdida_ha,producto
Morelos,682,535,2020,11,NPS,147,frijol
Nayarit,250,250,2020,11,D1,0,frijol
Nuevo León,930,59,2020,11,D0,871,frijol
Oaxaca,28243,9093,2020,11,NPS,19150,frijol
Puebla,41318,15980,2020,11,NPS,25338,frijol
Querétaro de Arteaga,5361,567,2020,11,D1,4794,frijol
Quintana Roo,52,13,2020,11,NPS,39,frijol
San Luis Potosí,125566,88960,2020,11,D1,36606,frijol
Sinaloa,184,150,2020,11,D2,34,frijol
Sonora,376,69,2020,11,D2,307,frijol
Tamaulipas,9030,98,2020,11,D1,8932,frijol
Tlaxcala,2134,1924,2020,11,NPS,210,frijol
Veracruz de Ignacio de la Llave,13664,10256,2020,11,D0,3408,frijol
Zacatecas,635812,489631,2020,11,D0,146181,frijol
Oaxaca,742,6,2004,1,NPS,736,trigo
Michoacán de Ocampo,988,195,2004,2,NPS,793,trigo
Oaxaca,742,18,2004,2,NPS,724,trigo
Michoacán de Ocampo,1051,200,2004,3,NPS,851,trigo
Oaxaca,742,25,2004,3,NPS,717,trigo
Coahuila de Zaragoza,1114,135,2004,4,NPS,979,trigo
Chiapas,100,81,2004,4,NPS,19,trigo
Chihuahua,260,49,2004,4,NPS,211,trigo
Estado de México,50,44,2004,4,NPS,6,trigo
Michoacán de Ocampo,1021,390,2004,4,NPS,631,trigo
Nuevo León,21498,13335,2004,4,NPS,8163,trigo
Oaxaca,742,387,2004,4,NPS,355,trigo
Puebla,110,102,2004,4,NPS,8,trigo
Tamaulipas,700,527,2004,4,NPS,173,trigo
Coahuila de Zaragoza,1114,732,2004,5,NPS,382,trigo
Chiapas,100,100,2004,5,NPS,0,trigo
Chihuahua,260,260,2004,5,NPS,0,trigo
Durango,391,391,2004,5,NPS,0,trigo
Jalisco,38,38,2004,5,NPS,0,trigo
Estado de México,50,50,2004,5,NPS,0,trigo
Michoacán de Ocampo,1033,741,2004,5,NPS,292,trigo
Nuevo León,21498,19987,2004,5,NPS,1511,trigo
Oaxaca,742,457,2004,5,NPS,285,trigo
Puebla,110,102,2004,5,NPS,8,trigo
Tamaulipas,600,527,2004,5,NPS,73,trigo
Coahuila de Zaragoza,391,391,2004,5,NPS,0,trigo
Durango,391,391,2004,5,NPS,0,trigo
Baja California,16493,760,2004,6,D1,15733,trigo
Coahuila de Zaragoza,1114,887,2004,6,NPS,227,trigo
Chiapas,100,100,2004,6,NPS,0,trigo
Chihuahua,260,260,2004,6,NPS,0,trigo
Durango,391,391,2004,6,NPS,0,trigo
Jalisco,38,38,2004,6,NPS,0,trigo
Estado de México,50,50,2004,6,NPS,0,trigo
Michoacán de Ocampo,1033,953,2004,6,NPS,80,trigo
Nuevo León,21536,20333,2004,6,NPS,1203,trigo
Oaxaca,742,457,2004,6,NPS,285,trigo
Puebla,110,102,2004,6,NPS,8,trigo
Tamaulipas,600,527,2004,6,NPS,73,trigo
Coahuila de Zaragoza,391,391,2004,6,NPS,0,trigo
Durango,391,391,2004,6,NPS,0,trigo
Baja California,16493,4167,2004,7,D1,12326,trigo
Coahuila de Zaragoza,1114,887,2004,7,NPS,227,trigo
Chiapas,100,100,2004,7,NPS,0,trigo
Chihuahua,260,260,2004,7,NPS,0,trigo
Durango,391,391,2004,7,NPS,0,trigo
Jalisco,38,38,2004,7,NPS,0,trigo
Estado de México,50,50,2004,7,NPS,0,trigo
Michoacán de Ocampo,1033,1016,2004,7,NPS,17,trigo
Nuevo León,21536,20333,2004,7,NPS,1203,trigo
Oaxaca,742,742,2004,7,NPS,0,trigo
Puebla,110,110,2004,7,NPS,0,trigo
Tamaulipas,600,532,2004,7,NPS,68,trigo
Coahuila de Zaragoza,391,391,2004,7,NPS,0,trigo
Durango,391,391,2004,7,NPS,0,trigo
Baja California,16493,6067,2004,8,D1,10426,trigo
Coahuila de Zaragoza,1114,887,2004,8,NPS,227,trigo
Chiapas,100,100,2004,8,D0,0,trigo
Chihuahua,260,260,2004,8,NPS,0,trigo
Durango,391,391,2004,8,NPS,0,trigo
Jalisco,38,38,2004,8,NPS,0,trigo
Estado de México,50,50,2004,8,NPS,0,trigo
Michoacán de Ocampo,1033,1027,2004,8,NPS,6,trigo
Nuevo León,21536,20333,2004,8,NPS,1203,trigo
Oaxaca,742,742,2004,8,NPS,0,trigo
Puebla,110,110,2004,8,NPS,0,trigo
Tamaulipas,600,532,2004,8,NPS,68,trigo
Coahuila de Zaragoza,391,391,2004,8,NPS,0,trigo
Durango,391,391,2004,8,NPS,0,trigo
Baja California,16493,6067,2004,9,D2,10426,trigo
Coahuila de Zaragoza,1114,887,2004,9,NPS,227,trigo
Chiapas,100,100,2004,9,D1,0,trigo
Chihuahua,260,260,2004,9,NPS,0,trigo
Durango,391,391,2004,9,NPS,0,trigo
Jalisco,38,38,2004,9,NPS,0,trigo
Estado de México,50,50,2004,9,NPS,0,trigo
Michoacán de Ocampo,1033,1033,2004,9,NPS,0,trigo
Nuevo León,21536,20333,2004,9,NPS,1203,trigo
Oaxaca,742,742,2004,9,D1,0,trigo
Puebla,110,110,2004,9,NPS,0,trigo
Tamaulipas,600,532,2004,9,NPS,68,trigo
Coahuila de Zaragoza,391,391,2004,9,NPS,0,trigo
Durango,391,391,2004,9,NPS,0,trigo
Baja California,16493,6067,2004,12,NPS,10426,trigo
Coahuila de Zaragoza,1114,887,2004,12,NPS,227,trigo
Chiapas,100,100,2004,12,D1,0,trigo
Chihuahua,260,260,2004,12,NPS,0,trigo
Durango,391,391,2004,12,NPS,0,trigo
Jalisco,38,38,2004,12,NPS,0,trigo
Estado de México,50,50,2004,12,NPS,0,trigo
Michoacán de Ocampo,1033,1033,2004,12,NPS,0,trigo
Nuevo León,21536,20333,2004,12,NPS,1203,trigo
Oaxaca,742,742,2004,12,D0,0,trigo
Puebla,110,110,2004,12,NPS,0,trigo
Tamaulipas,600,532,2004,12,NPS,68,trigo
Coahuila de Zaragoza,391,391,2004,12,NPS,0,trigo
Durango,391,391,2004,12,NPS,0,trigo
Oaxaca,648,4,2005,1,D0,644,trigo
Puebla,118,20,2005,1,NPS,98,trigo
Michoacán de Ocampo,526,20,2005,2,NPS,506,trigo
Oaxaca,648,20,2005,2,D0,628,trigo
Estado de México,30,6,2005,3,NPS,24,trigo
Michoacán de Ocampo,544,65,2005,3,NPS,479,trigo
Oaxaca,648,35,2005,3,NPS,613,trigo
Coahuila de Zaragoza,1232,252,2005,4,NPS,980,trigo
Chiapas,100,75,2005,4,D1,25,trigo
Estado de México,30,10,2005,4,NPS,20,trigo
Michoacán de Ocampo,544,223,2005,4,NPS,321,trigo
Nuevo León,12166,4000,2005,4,NPS,8166,trigo
Oaxaca,648,155,2005,4,D0,493,trigo
Puebla,129,53,2005,4,NPS,76,trigo
Coahuila de Zaragoza,1232,1145,2005,5,NPS,87,trigo
Chiapas,100,100,2005,5,D1,0,trigo
Chihuahua,290,142,2005,5,NPS,148,trigo
Durango,762,552,2005,5,NPS,210,trigo
Jalisco,35,35,2005,5,D0,0,trigo
Estado de México,30,30,2005,5,NPS,0,trigo
Michoacán de Ocampo,544,514,2005,5,D0,30,trigo
Nuevo León,12166,7000,2005,5,NPS,5166,trigo
Oaxaca,648,479,2005,5,NPS,169,trigo
Puebla,129,100,2005,5,NPS,29,trigo
Coahuila de Zaragoza,762,552,2005,5,NPS,210,trigo
Durango,762,552,2005,5,NPS,210,trigo
Baja California,14743,10,2005,6,NPS,14733,trigo
Coahuila de Zaragoza,1232,1170,2005,6,NPS,62,trigo
Chiapas,100,100,2005,6,NPS,0,trigo
Chihuahua,290,142,2005,6,NPS,148,trigo
Durango,762,552,2005,6,NPS,210,trigo
Jalisco,35,35,2005,6,D0,0,trigo
Estado de México,30,30,2005,6,D0,0,trigo
Michoacán de Ocampo,544,524,2005,6,D0,20,trigo
Nuevo León,12166,7025,2005,6,NPS,5141,trigo
Oaxaca,648,648,2005,6,NPS,0,trigo
Puebla,129,129,2005,6,NPS,0,trigo
Coahuila de Zaragoza,762,552,2005,6,NPS,210,trigo
Durango,762,552,2005,6,NPS,210,trigo
Baja California,14743,7465,2005,7,NPS,7278,trigo
Coahuila de Zaragoza,1232,1175,2005,7,NPS,57,trigo
Chiapas,100,100,2005,7,NPS,0,trigo
Chihuahua,290,162,2005,7,NPS,128,trigo
Durango,762,552,2005,7,NPS,210,trigo
Jalisco,35,35,2005,7,NPS,0,trigo
Estado de México,30,30,2005,7,NPS,0,trigo
Michoacán de Ocampo,544,524,2005,7,NPS,20,trigo
Nuevo León,12166,9470,2005,7,NPS,2696,trigo
Oaxaca,648,648,2005,7,NPS,0,trigo
Puebla,129,129,2005,7,NPS,0,trigo
Coahuila de Zaragoza,762,552,2005,7,NPS,210,trigo
Durango,762,552,2005,7,NPS,210,trigo
Baja California,14743,12134,2005,8,NPS,2609,trigo
Coahuila de Zaragoza,1232,1175,2005,8,NPS,57,trigo
Chiapas,100,100,2005,8,NPS,0,trigo
Chihuahua,290,162,2005,8,NPS,128,trigo
Durango,762,552,2005,8,NPS,210,trigo
Jalisco,35,35,2005,8,NPS,0,trigo
Estado de México,30,30,2005,8,NPS,0,trigo
Michoacán de Ocampo,544,524,2005,8,NPS,20,trigo
Nuevo León,12166,9470,2005,8,D0,2696,trigo
Oaxaca,648,648,2005,8,NPS,0,trigo
Puebla,129,129,2005,8,NPS,0,trigo
Coahuila de Zaragoza,762,552,2005,8,NPS,210,trigo
Durango,762,552,2005,8,NPS,210,trigo
Baja California,14743,14695,2005,9,NPS,48,trigo
Coahuila de Zaragoza,1232,1175,2005,9,D1,57,trigo
Chiapas,100,100,2005,9,NPS,0,trigo
Chihuahua,290,162,2005,9,NPS,128,trigo
Durango,762,552,2005,9,NPS,210,trigo
Jalisco,35,35,2005,9,D0,0,trigo
Estado de México,30,30,2005,9,D0,0,trigo
Michoacán de Ocampo,544,524,2005,9,D0,20,trigo
Nuevo León,12166,9470,2005,9,D0,2696,trigo
Oaxaca,648,648,2005,9,NPS,0,trigo
Puebla,129,129,2005,9,D0,0,trigo
Veracruz de Ignacio de la Llave,115,115,2005,9,NPS,0,trigo
Coahuila de Zaragoza,762,552,2005,9,D1,210,trigo
Durango,762,552,2005,9,NPS,210,trigo
Baja California,14743,14695,2005,12,NPS,48,trigo
Coahuila de Zaragoza,1232,1175,2005,12,D0,57,trigo
Chiapas,100,100,2005,12,NPS,0,trigo
Chihuahua,290,162,2005,12,D0,128,trigo
Durango,762,552,2005,12,D0,210,trigo
Jalisco,35,35,2005,12,D1,0,trigo
Estado de México,30,30,2005,12,D0,0,trigo
Michoacán de Ocampo,544,524,2005,12,D1,20,trigo
Nuevo León,12166,9470,2005,12,NPS,2696,trigo
Oaxaca,648,648,2005,12,NPS,0,trigo
Puebla,129,129,2005,12,D0,0,trigo
Veracruz de Ignacio de la Llave,115,115,2005,12,NPS,0,trigo
Coahuila de Zaragoza,762,552,2005,12,D0,210,trigo
Durango,762,552,2005,12,D0,210,trigo
Estado de México,30,10,2006,2,D1,20,trigo
Estado de México,30,10,2006,3,D2,20,trigo
Michoacán de Ocampo,1052,80,2006,3,D2,972,trigo
Coahuila de Zaragoza,562,60,2006,4,D1,502,trigo
Chiapas,100,60,2006,4,NPS,40,trigo
Estado de México,30,10,2006,4,D1,20,trigo
Michoacán de Ocampo,559,396,2006,4,D2,163,trigo
Puebla,153,52,2006,4,D1,101,trigo
Coahuila de Zaragoza,562,130,2006,5,D2,432,trigo
Chiapas,100,100,2006,5,NPS,0,trigo
Durango,345,200,2006,5,D2,145,trigo
Guanajuato,41,41,2006,5,D1,0,trigo
Estado de México,30,10,2006,5,D0,20,trigo
Michoacán de Ocampo,559,409,2006,5,D1,150,trigo
Nuevo León,13480,10210,2006,5,D0,3270,trigo
Oaxaca,621,245,2006,5,NPS,376,trigo
Puebla,153,72,2006,5,D0,81,trigo
Tamaulipas,437,437,2006,5,NPS,0,trigo
Coahuila de Zaragoza,345,200,2006,5,D2,145,trigo
Durango,345,200,2006,5,D2,145,trigo
Baja California,8702,150,2006,6,NPS,8552,trigo
Coahuila de Zaragoza,562,130,2006,6,D3,432,trigo
Chiapas,100,100,2006,6,NPS,0,trigo
Durango,345,263,2006,6,D2,82,trigo
Guanajuato,41,41,2006,6,D2,0,trigo
Estado de México,30,30,2006,6,D0,0,trigo
Michoacán de Ocampo,559,539,2006,6,D1,20,trigo
Nuevo León,13480,10280,2006,6,D1,3200,trigo
Oaxaca,628,627,2006,6,NPS,1,trigo
Puebla,153,82,2006,6,D0,71,trigo
Tamaulipas,437,437,2006,6,D0,0,trigo
Coahuila de Zaragoza,345,263,2006,6,D3,82,trigo
Durango,345,263,2006,6,D2,82,trigo
Baja California,8702,430,2006,7,NPS,8272,trigo
Coahuila de Zaragoza,562,130,2006,7,D3,432,trigo
Chiapas,100,100,2006,7,NPS,0,trigo
Durango,345,299,2006,7,D1,46,trigo
Guanajuato,41,41,2006,7,D0,0,trigo
Estado de México,30,30,2006,7,D0,0,trigo
Michoacán de Ocampo,563,548,2006,7,D0,15,trigo
Nuevo León,13480,13480,2006,7,D1,0,trigo
Oaxaca,628,627,2006,7,NPS,1,trigo
Puebla,153,82,2006,7,D0,71,trigo
Tamaulipas,437,437,2006,7,D0,0,trigo
Coahuila de Zaragoza,345,299,2006,7,D3,46,trigo
Durango,345,299,2006,7,D1,46,trigo
Baja California,8702,430,2006,8,D0,8272,trigo
Coahuila de Zaragoza,562,130,2006,8,D4,432,trigo
Chiapas,100,100,2006,8,NPS,0,trigo
Durango,345,299,2006,8,D0,46,trigo
Guanajuato,41,41,2006,8,NPS,0,trigo
Estado de México,30,30,2006,8,NPS,0,trigo
Michoacán de Ocampo,563,563,2006,8,D0,0,trigo
Nuevo León,13480,13480,2006,8,D3,0,trigo
Oaxaca,628,627,2006,8,NPS,1,trigo
Puebla,153,111,2006,8,D0,42,trigo
Tamaulipas,437,437,2006,8,D0,0,trigo
Veracruz de Ignacio de la Llave,155,155,2006,8,D1,0,trigo
Coahuila de Zaragoza,345,299,2006,8,D4,46,trigo
Durango,345,299,2006,8,D0,46,trigo
Baja California,8702,430,2006,9,D0,8272,trigo
Coahuila de Zaragoza,562,130,2006,9,NPS,432,trigo
Chiapas,100,100,2006,9,D0,0,trigo
Durango,345,299,2006,9,NPS,46,trigo
Guanajuato,41,41,2006,9,NPS,0,trigo
Estado de México,30,30,2006,9,NPS,0,trigo
Michoacán de Ocampo,563,563,2006,9,NPS,0,trigo
Nuevo León,13480,13480,2006,9,NPS,0,trigo
Oaxaca,628,627,2006,9,NPS,1,trigo
Puebla,153,111,2006,9,NPS,42,trigo
Tamaulipas,437,437,2006,9,D0,0,trigo
Veracruz de Ignacio de la Llave,155,155,2006,9,NPS,0,trigo
Coahuila de Zaragoza,345,299,2006,9,NPS,46,trigo
Durango,345,299,2006,9,NPS,46,trigo
Baja California,8702,430,2006,12,D1,8272,trigo
Coahuila de Zaragoza,562,130,2006,12,D0,432,trigo
Chiapas,100,100,2006,12,NPS,0,trigo
Durango,345,299,2006,12,NPS,46,trigo
Guanajuato,41,41,2006,12,NPS,0,trigo
Estado de México,30,30,2006,12,NPS,0,trigo
Michoacán de Ocampo,563,563,2006,12,NPS,0,trigo
Nuevo León,13480,13480,2006,12,NPS,0,trigo
Oaxaca,628,627,2006,12,NPS,1,trigo
Puebla,153,111,2006,12,NPS,42,trigo
Tamaulipas,437,437,2006,12,NPS,0,trigo
Veracruz de Ignacio de la Llave,155,155,2006,12,NPS,0,trigo
Coahuila de Zaragoza,345,299,2006,12,D0,46,trigo
Durango,345,299,2006,12,NPS,46,trigo
Chiapas,92,45,2007,4,D2,47,trigo
Durango,354,243,2007,4,D1,111,trigo
Michoacán de Ocampo,533,50,2007,4,D1,483,trigo
Nuevo León,19106,13385,2007,4,NPS,5721,trigo
Oaxaca,706,80,2007,4,D0,626,trigo
Puebla,92,57,2007,4,D0,35,trigo
San Luis Potosí,3,3,2007,4,NPS,0,trigo
Coahuila de Zaragoza,354,243,2007,4,D0,111,trigo
Durango,354,243,2007,4,D1,111,trigo
Coahuila de Zaragoza,771,45,2007,5,NPS,726,trigo
Chiapas,92,92,2007,5,D1,0,trigo
Chihuahua,282,154,2007,5,NPS,128,trigo
Durango,354,243,2007,5,D1,111,trigo
Guanajuato,20,20,2007,5,NPS,0,trigo
Estado de México,25,5,2007,5,NPS,20,trigo
Michoacán de Ocampo,783,680,2007,5,NPS,103,trigo
Nuevo León,19146,17103,2007,5,NPS,2043,trigo
Oaxaca,706,120,2007,5,NPS,586,trigo
Puebla,92,77,2007,5,NPS,15,trigo
San Luis Potosí,3,3,2007,5,NPS,0,trigo
Tamaulipas,195,195,2007,5,NPS,0,trigo
Coahuila de Zaragoza,354,243,2007,5,NPS,111,trigo
Durango,354,243,2007,5,D1,111,trigo
Coahuila de Zaragoza,771,95,2007,6,NPS,676,trigo
Chiapas,92,92,2007,6,D1,0,trigo
Chihuahua,282,254,2007,6,NPS,28,trigo
Durango,354,354,2007,6,D0,0,trigo
Guanajuato,20,20,2007,6,NPS,0,trigo
Jalisco,25,25,2007,6,D3,0,trigo
Estado de México,25,25,2007,6,D1,0,trigo
Michoacán de Ocampo,783,738,2007,6,D1,45,trigo
Nuevo León,19106,18296,2007,6,NPS,810,trigo
Oaxaca,706,706,2007,6,D0,0,trigo
Puebla,92,92,2007,6,D0,0,trigo
San Luis Potosí,3,3,2007,6,NPS,0,trigo
Tamaulipas,195,195,2007,6,NPS,0,trigo
Coahuila de Zaragoza,354,354,2007,6,NPS,0,trigo
Durango,354,354,2007,6,D0,0,trigo
Coahuila de Zaragoza,771,95,2007,7,NPS,676,trigo
Chiapas,92,92,2007,7,NPS,0,trigo
Chihuahua,282,254,2007,7,D0,28,trigo
Durango,354,354,2007,7,NPS,0,trigo
Guanajuato,20,20,2007,7,NPS,0,trigo
Jalisco,25,25,2007,7,D1,0,trigo
Estado de México,25,25,2007,7,NPS,0,trigo
Michoacán de Ocampo,783,760,2007,7,D3,23,trigo
Nuevo León,19106,18589,2007,7,NPS,517,trigo
Oaxaca,706,706,2007,7,NPS,0,trigo
Puebla,92,92,2007,7,D1,0,trigo
San Luis Potosí,3,3,2007,7,NPS,0,trigo
Tamaulipas,195,195,2007,7,NPS,0,trigo
Coahuila de Zaragoza,354,354,2007,7,NPS,0,trigo
Durango,354,354,2007,7,NPS,0,trigo
Baja California,7316,15,2007,8,D3,7301,trigo
Coahuila de Zaragoza,771,648,2007,8,NPS,123,trigo
Chiapas,92,92,2007,8,NPS,0,trigo
Chihuahua,282,254,2007,8,NPS,28,trigo
Durango,354,354,2007,8,NPS,0,trigo
Guanajuato,20,20,2007,8,NPS,0,trigo
Jalisco,25,25,2007,8,NPS,0,trigo
Estado de México,25,25,2007,8,NPS,0,trigo
Michoacán de Ocampo,783,768,2007,8,NPS,15,trigo
Nuevo León,19106,18589,2007,8,NPS,517,trigo
Oaxaca,706,706,2007,8,NPS,0,trigo
Puebla,92,92,2007,8,NPS,0,trigo
San Luis Potosí,3,3,2007,8,NPS,0,trigo
Tamaulipas,195,195,2007,8,NPS,0,trigo
Veracruz de Ignacio de la Llave,155,155,2007,8,NPS,0,trigo
Coahuila de Zaragoza,354,354,2007,8,NPS,0,trigo
Durango,354,354,2007,8,NPS,0,trigo
Baja California,7316,15,2007,9,D3,7301,trigo
Coahuila de Zaragoza,771,648,2007,9,NPS,123,trigo
Chiapas,92,92,2007,9,D0,0,trigo
Chihuahua,282,254,2007,9,D0,28,trigo
Durango,354,354,2007,9,D0,0,trigo
Guanajuato,20,20,2007,9,NPS,0,trigo
Jalisco,25,25,2007,9,D0,0,trigo
Estado de México,25,25,2007,9,NPS,0,trigo
Michoacán de Ocampo,783,783,2007,9,D0,0,trigo
Nuevo León,19106,18589,2007,9,NPS,517,trigo
Oaxaca,706,706,2007,9,NPS,0,trigo
Puebla,92,92,2007,9,NPS,0,trigo
San Luis Potosí,3,3,2007,9,NPS,0,trigo
Sonora,71,2,2007,9,NPS,69,trigo
Tamaulipas,195,195,2007,9,NPS,0,trigo
Veracruz de Ignacio de la Llave,155,155,2007,9,NPS,0,trigo
Coahuila de Zaragoza,354,354,2007,9,NPS,0,trigo
Durango,354,354,2007,9,D0,0,trigo
Baja California,7316,15,2007,12,D2,7301,trigo
Coahuila de Zaragoza,771,648,2007,12,D0,123,trigo
Chiapas,92,92,2007,12,NPS,0,trigo
Chihuahua,282,254,2007,12,D0,28,trigo
Durango,354,354,2007,12,D1,0,trigo
Guanajuato,20,20,2007,12,NPS,0,trigo
Jalisco,25,25,2007,12,D2,0,trigo
Estado de México,25,25,2007,12,NPS,0,trigo
Michoacán de Ocampo,783,783,2007,12,NPS,0,trigo
Nuevo León,19106,18589,2007,12,D0,517,trigo
Oaxaca,706,706,2007,12,NPS,0,trigo
Puebla,92,92,2007,12,NPS,0,trigo
San Luis Potosí,3,3,2007,12,NPS,0,trigo
Sonora,71,2,2007,12,NPS,69,trigo
Tamaulipas,195,195,2007,12,D0,0,trigo
Veracruz de Ignacio de la Llave,155,155,2007,12,NPS,0,trigo
Coahuila de Zaragoza,354,354,2007,12,D0,0,trigo
Durango,354,354,2007,12,D1,0,trigo
Michoacán de Ocampo,467,30,2008,3,D1,437,trigo
Chiapas,84,37,2008,4,NPS,47,trigo
Guanajuato,55,55,2008,4,D1,0,trigo
Michoacán de Ocampo,467,65,2008,4,D2,402,trigo
Nuevo León,5435,1340,2008,4,D1,4095,trigo
Puebla,107,92,2008,4,D0,15,trigo
Chiapas,84,84,2008,5,NPS,0,trigo
Chihuahua,208,93,2008,5,D0,115,trigo
Guanajuato,55,55,2008,5,D1,0,trigo
Michoacán de Ocampo,467,427,2008,5,D3,40,trigo
Nuevo León,5435,2640,2008,5,D1,2795,trigo
Oaxaca,739,80,2008,5,D0,659,trigo
Puebla,107,107,2008,5,D0,0,trigo
Chiapas,84,84,2008,6,NPS,0,trigo
Chihuahua,208,93,2008,6,D1,115,trigo
Guanajuato,55,55,2008,6,D1,0,trigo
Estado de México,20,20,2008,6,D1,0,trigo
Michoacán de Ocampo,467,429,2008,6,D3,38,trigo
Nuevo León,5435,2640,2008,6,D2,2795,trigo
Oaxaca,739,739,2008,6,NPS,0,trigo
Puebla,107,107,2008,6,D0,0,trigo
Baja California,14348,3865,2008,7,D1,10483,trigo
Chiapas,84,84,2008,7,NPS,0,trigo
Chihuahua,208,93,2008,7,NPS,115,trigo
Guanajuato,55,55,2008,7,D1,0,trigo
Estado de México,20,20,2008,7,D0,0,trigo
Michoacán de Ocampo,467,429,2008,7,D1,38,trigo
Nuevo León,5435,2640,2008,7,NPS,2795,trigo
Oaxaca,739,739,2008,7,NPS,0,trigo
Puebla,107,107,2008,7,NPS,0,trigo
Baja California,14348,7003,2008,8,D1,7345,trigo
Chiapas,84,84,2008,8,NPS,0,trigo
Chihuahua,208,93,2008,8,NPS,115,trigo
Guanajuato,55,55,2008,8,D1,0,trigo
Estado de México,20,20,2008,8,D0,0,trigo
Michoacán de Ocampo,467,432,2008,8,D2,35,trigo
Nuevo León,5435,2695,2008,8,NPS,2740,trigo
Oaxaca,739,739,2008,8,NPS,0,trigo
Puebla,107,107,2008,8,NPS,0,trigo
Baja California,14348,9688,2008,9,D2,4660,trigo
Chiapas,84,84,2008,9,NPS,0,trigo
Chihuahua,208,93,2008,9,NPS,115,trigo
Guanajuato,55,55,2008,9,NPS,0,trigo
Estado de México,20,20,2008,9,D0,0,trigo
Michoacán de Ocampo,467,442,2008,9,D1,25,trigo
Nuevo León,5435,2695,2008,9,NPS,2740,trigo
Oaxaca,739,739,2008,9,NPS,0,trigo
Puebla,107,107,2008,9,NPS,0,trigo
Veracruz de Ignacio de la Llave,79,79,2008,9,D0,0,trigo
Baja California,14348,9688,2008,12,D1,4660,trigo
Chiapas,84,84,2008,12,D0,0,trigo
Chihuahua,208,93,2008,12,NPS,115,trigo
Guanajuato,55,55,2008,12,D0,0,trigo
Estado de México,20,20,2008,12,D1,0,trigo
Michoacán de Ocampo,467,442,2008,12,D1,25,trigo
Nuevo León,5435,2695,2008,12,NPS,2740,trigo
Oaxaca,739,739,2008,12,NPS,0,trigo
Puebla,107,107,2008,12,NPS,0,trigo
Veracruz de Ignacio de la Llave,79,79,2008,12,D0,0,trigo
Estado de México,20,20,2009,3,D1,0,trigo
Michoacán de Ocampo,429,24,2009,3,D1,405,trigo
Tamaulipas,400,100,2009,3,NPS,300,trigo
Chiapas,69,32,2009,4,D0,37,trigo
Durango,1170,1170,2009,4,NPS,0,trigo
Guanajuato,15,15,2009,4,D0,0,trigo
Estado de México,20,20,2009,4,D1,0,trigo
Michoacán de Ocampo,519,150,2009,4,D1,369,trigo
Nuevo León,9550,7240,2009,4,NPS,2310,trigo
Oaxaca,723,70,2009,4,NPS,653,trigo
Puebla,134,84,2009,4,D0,50,trigo
Tamaulipas,400,300,2009,4,NPS,100,trigo
Coahuila de Zaragoza,1170,1170,2009,4,D0,0,trigo
Durango,1170,1170,2009,4,NPS,0,trigo
Chiapas,69,69,2009,5,NPS,0,trigo
Durango,1170,1170,2009,5,NPS,0,trigo
Guanajuato,15,15,2009,5,D0,0,trigo
Estado de México,20,20,2009,5,D1,0,trigo
Michoacán de Ocampo,519,389,2009,5,D1,130,trigo
Nuevo León,9550,8840,2009,5,NPS,710,trigo
Oaxaca,723,120,2009,5,NPS,603,trigo
Puebla,134,129,2009,5,D0,5,trigo
Tamaulipas,400,300,2009,5,NPS,100,trigo
Veracruz de Ignacio de la Llave,154,154,2009,5,D0,0,trigo
Coahuila de Zaragoza,1170,1170,2009,5,D0,0,trigo
Durango,1170,1170,2009,5,NPS,0,trigo
Baja California,13277,988,2009,6,D2,12289,trigo
Chiapas,69,69,2009,6,NPS,0,trigo
Durango,1170,1170,2009,6,NPS,0,trigo
Guanajuato,15,15,2009,6,D1,0,trigo
Estado de México,20,20,2009,6,D1,0,trigo
Michoacán de Ocampo,519,494,2009,6,D1,25,trigo
Nuevo León,9550,8840,2009,6,NPS,710,trigo
Oaxaca,723,723,2009,6,NPS,0,trigo
Puebla,134,134,2009,6,D0,0,trigo
Tamaulipas,400,300,2009,6,NPS,100,trigo
Veracruz de Ignacio de la Llave,154,154,2009,6,D0,0,trigo
Coahuila de Zaragoza,1170,1170,2009,6,D0,0,trigo
Durango,1170,1170,2009,6,NPS,0,trigo
Baja California,13277,4643,2009,7,D2,8634,trigo
Chiapas,69,69,2009,7,D0,0,trigo
Durango,1170,1170,2009,7,NPS,0,trigo
Guanajuato,15,15,2009,7,D1,0,trigo
Estado de México,20,20,2009,7,D1,0,trigo
Michoacán de Ocampo,519,499,2009,7,D2,20,trigo
Nuevo León,9550,9350,2009,7,D0,200,trigo
Oaxaca,723,723,2009,7,NPS,0,trigo
Puebla,134,134,2009,7,D0,0,trigo
Tamaulipas,400,300,2009,7,D0,100,trigo
Veracruz de Ignacio de la Llave,154,154,2009,7,D0,0,trigo
Coahuila de Zaragoza,1170,1170,2009,7,D1,0,trigo
Durango,1170,1170,2009,7,NPS,0,trigo
Baja California,13277,6280,2009,8,D2,6997,trigo
Chiapas,69,69,2009,8,D1,0,trigo
Durango,1170,1170,2009,8,NPS,0,trigo
Guanajuato,15,15,2009,8,D1,0,trigo
Estado de México,20,20,2009,8,D1,0,trigo
Michoacán de Ocampo,519,515,2009,8,D2,4,trigo
Nuevo León,9550,9350,2009,8,D0,200,trigo
Oaxaca,723,723,2009,8,D0,0,trigo
Puebla,134,134,2009,8,D1,0,trigo
Tamaulipas,400,300,2009,8,D3,100,trigo
Veracruz de Ignacio de la Llave,154,154,2009,8,D1,0,trigo
Coahuila de Zaragoza,1170,1170,2009,8,D2,0,trigo
