ENTIDAD,Mes,Precipitacion,Año
CHIHUAHUA,2,8.069999999999999,2017
CIUDAD DE MÉXICO,2,0.01,2017
DURANGO,2,7.83,2017
GUANAJUATO,2,1.52,2017
GUERRERO,2,0.22000000000000003,2017
HIDALGO,2,4.949999999999999,2017
JALISCO,2,2.94,2017
ESTADO DE MÉXICO,2,1.13,2017
MICHOACÁN,2,0.98,2017
MORELOS,2,0.07,2017
NAYARIT,2,10.96,2017
NUEVO LEÓN,2,7.379999999999999,2017
OAXACA,2,5.739999999999999,2017
PUEBLA,2,8.02,2017
QUERÉTARO,2,1.9800000000000002,2017
QUINTANA ROO,2,9.48,2017
SAN LUIS POTOSÍ,2,3.63,2017
SINALOA,2,30.21,2017
SONORA,2,31.259999999999998,2017
TABASCO,2,32.37,2017
TAMAULIPAS,2,14.89,2017
TLAXCALA,2,0.43,2017
VERACRUZ,2,32.589999999999996,2017
YUCATÁN,2,2.1400000000000006,2017
ZACATECAS,2,1.3,2017
AGUASCALIENTES,3,6.659999999999999,2017
BAJA CALIFORNIA,3,1.4,2017
BAJA CALIFORNIA SUR,3,0.49,2017
CAMPECHE,3,9.14,2017
COAHUILA,3,15.05,2017
COLIMA,3,1.15,2017
CHIAPAS,3,23.1,2017
CHIHUAHUA,3,6.059999999999999,2017
CIUDAD DE MÉXICO,3,18.14,2017
DURANGO,3,13.290000000000001,2017
GUANAJUATO,3,14.240000000000002,2017
GUERRERO,3,2.11,2017
HIDALGO,3,20.69,2017
JALISCO,3,6.529999999999999,2017
ESTADO DE MÉXICO,3,16.98,2017
MICHOACÁN,3,14.6,2017
MORELOS,3,14.690000000000001,2017
NAYARIT,3,1.4700000000000002,2017
NUEVO LEÓN,3,50.58,2017
OAXACA,3,16.4,2017
PUEBLA,3,32.260000000000005,2017
QUERÉTARO,3,20.89000000000001,2017
QUINTANA ROO,3,25.570000000000004,2017
SAN LUIS POTOSÍ,3,28.050000000000004,2017
SINALOA,3,3.609999999999999,2017
SONORA,3,0.5100000000000001,2017
TABASCO,3,61.14,2017
TAMAULIPAS,3,57.92,2017
TLAXCALA,3,19.44,2017
VERACRUZ,3,65.42000000000002,2017
YUCATÁN,3,7.47,2017
ZACATECAS,3,18.839999999999996,2017
AGUASCALIENTES,4,0.38,2017
BAJA CALIFORNIA,4,0.01,2017
BAJA CALIFORNIA SUR,4,0.14,2017
CAMPECHE,4,65.05,2017
COAHUILA,4,22.950000000000003,2017
COLIMA,4,0.0,2017
CHIAPAS,4,63.97999999999999,2017
CHIHUAHUA,4,3.4299999999999997,2017
CIUDAD DE MÉXICO,4,12.88,2017
DURANGO,4,1.4300000000000002,2017
GUANAJUATO,4,6.009999999999999,2017
GUERRERO,4,3.21,2017
HIDALGO,4,16.53,2017
JALISCO,4,0.13999999999999999,2017
ESTADO DE MÉXICO,4,14.259999999999998,2017
MICHOACÁN,4,1.8199999999999998,2017
MORELOS,4,13.479999999999999,2017
NAYARIT,4,0.060000000000000005,2017
NUEVO LEÓN,4,44.980000000000004,2017
OAXACA,4,27.950000000000003,2017
PUEBLA,4,37.42999999999999,2017
QUERÉTARO,4,17.730000000000004,2017
QUINTANA ROO,4,76.49000000000001,2017
SAN LUIS POTOSÍ,4,25.220000000000006,2017
SINALOA,4,0.49000000000000005,2017
SONORA,4,0.46,2017
TABASCO,4,97.54999999999997,2017
TAMAULIPAS,4,36.239999999999995,2017
TLAXCALA,4,21.15,2017
VERACRUZ,4,35.28999999999999,2017
YUCATÁN,4,51.71,2017
ZACATECAS,4,2.5999999999999996,2017
AGUASCALIENTES,5,4.19,2017
BAJA CALIFORNIA,5,7.880000000000001,2017
BAJA CALIFORNIA SUR,5,1.55,2017
CAMPECHE,5,49.69000000000001,2017
COAHUILA,5,40.550000000000004,2017
COLIMA,5,1.7300000000000002,2017
CHIAPAS,5,262.28,2017
CHIHUAHUA,5,10.41,2017
CIUDAD DE MÉXICO,5,48.919999999999995,2017
DURANGO,5,4.72,2017
GUANAJUATO,5,17.219999999999995,2017
GUERRERO,5,90.15,2017
HIDALGO,5,51.22,2017
JALISCO,5,6.76,2017
ESTADO DE MÉXICO,5,86.55999999999999,2017
MICHOACÁN,5,29.54,2017
MORELOS,5,174.87,2017
NAYARIT,5,1.1099999999999999,2017
NUEVO LEÓN,5,60.74,2017
OAXACA,5,156.79000000000002,2017
PUEBLA,5,130.48999999999998,2017
QUERÉTARO,5,29.620000000000005,2017
QUINTANA ROO,5,64.09,2017
SAN LUIS POTOSÍ,5,40.89,2017
SINALOA,5,0.73,2017
SONORA,5,4.789999999999999,2017
TABASCO,5,143.19,2017
TAMAULIPAS,5,70.80000000000001,2017
TLAXCALA,5,79.9,2017
VERACRUZ,5,110.03000000000002,2017
YUCATÁN,5,48.44,2017
ZACATECAS,5,10.66,2017
AGUASCALIENTES,6,43.5,2017
BAJA CALIFORNIA,6,0.17,2017
BAJA CALIFORNIA SUR,6,1.8699999999999999,2017
CAMPECHE,6,363.59,2017
COAHUILA,6,22.56000000000001,2017
COLIMA,6,197.39,2017
CHIAPAS,6,409.43999999999994,2017
CHIHUAHUA,6,20.57,2017
CIUDAD DE MÉXICO,6,86.2,2017
DURANGO,6,12.450000000000001,2017
GUANAJUATO,6,108.29,2017
GUERRERO,6,223.94000000000003,2017
HIDALGO,6,69.18,2017
JALISCO,6,101.83000000000001,2017
ESTADO DE MÉXICO,6,119.66,2017
MICHOACÁN,6,116.05000000000001,2017
MORELOS,6,386.01,2017
NAYARIT,6,62.63,2017
NUEVO LEÓN,6,45.60999999999999,2017
OAXACA,6,355.63999999999993,2017
PUEBLA,6,216.95,2017
QUERÉTARO,6,83.21,2017
QUINTANA ROO,6,240.98,2017
SAN LUIS POTOSÍ,6,62.53999999999999,2017
SINALOA,6,12.53,2017
SONORA,6,12.46,2017
TABASCO,6,285.46999999999997,2017
TAMAULIPAS,6,61.739999999999995,2017
TLAXCALA,6,98.52000000000002,2017
VERACRUZ,6,181.66000000000003,2017
YUCATÁN,6,229.85000000000005,2017
ZACATECAS,6,30.679999999999996,2017
AGUASCALIENTES,7,169.26,2017
BAJA CALIFORNIA,7,2.8599999999999994,2017
BAJA CALIFORNIA SUR,7,12.069999999999997,2017
CAMPECHE,7,169.16,2017
COAHUILA,7,37.760000000000005,2017
COLIMA,7,287.35,2017
CHIAPAS,7,254.30999999999995,2017
CHIHUAHUA,7,153.29000000000002,2017
CIUDAD DE MÉXICO,7,101.70000000000002,2017
DURANGO,7,121.67999999999998,2017
GUANAJUATO,7,173.73999999999998,2017
GUERRERO,7,162.64000000000001,2017
HIDALGO,7,95.11,2017
JALISCO,7,233.31000000000003,2017
ESTADO DE MÉXICO,7,174.53,2017
MICHOACÁN,7,159.39,2017
MORELOS,7,320.3600000000001,2017
NAYARIT,7,279.08,2017
NUEVO LEÓN,7,30.99,2017
OAXACA,7,183.02999999999997,2017
PUEBLA,7,204.29,2017
QUERÉTARO,7,107.88999999999996,2017
QUINTANA ROO,7,111.02,2017
SAN LUIS POTOSÍ,7,118.06,2017
SINALOA,7,169.5,2017
SONORA,7,182.86000000000004,2017
TABASCO,7,157.46000000000004,2017
TAMAULIPAS,7,79.03000000000002,2017
TLAXCALA,7,146.59,2017
VERACRUZ,7,245.05999999999997,2017
YUCATÁN,7,141.64999999999995,2017
ZACATECAS,7,134.14,2017
AGUASCALIENTES,8,143.82999999999998,2017
BAJA CALIFORNIA,8,7.14,2017
BAJA CALIFORNIA SUR,8,68.32,2017
CAMPECHE,8,202.84000000000006,2017
COAHUILA,8,45.07000000000001,2017
COLIMA,8,560.26,2017
CHIAPAS,8,249.21,2017
CHIHUAHUA,8,122.11,2017
CIUDAD DE MÉXICO,8,101.32,2017
DURANGO,8,139.27999999999997,2017
GUANAJUATO,8,131.34999999999997,2017
GUERRERO,8,230.37999999999997,2017
HIDALGO,8,88.93999999999998,2017
JALISCO,8,266.81,2017
ESTADO DE MÉXICO,8,209.51,2017
MICHOACÁN,8,228.35999999999996,2017
MORELOS,8,517.16,2017
NAYARIT,8,346.45,2017
NUEVO LEÓN,8,40.59,2017
OAXACA,8,207.04,2017
PUEBLA,8,311.33000000000004,2017
QUERÉTARO,8,92.18999999999998,2017
QUINTANA ROO,8,205.14000000000004,2017
SAN LUIS POTOSÍ,8,96.27,2017
SINALOA,8,248.3,2017
SONORA,8,93.85000000000001,2017
TABASCO,8,207.28000000000003,2017
TAMAULIPAS,8,68.26,2017
TLAXCALA,8,167.42,2017
VERACRUZ,8,199.72,2017
YUCATÁN,8,160.27,2017
ZACATECAS,8,113.54,2017
AGUASCALIENTES,9,159.54000000000002,2017
BAJA CALIFORNIA,9,9.639999999999999,2017
BAJA CALIFORNIA SUR,9,58.95,2017
CAMPECHE,9,229.75000000000003,2017
COAHUILA,9,108.29999999999998,2017
COLIMA,9,527.99,2017
CHIAPAS,9,401.71000000000004,2017
CHIHUAHUA,9,58.8,2017
CIUDAD DE MÉXICO,9,86.83000000000001,2017
DURANGO,9,97.31999999999998,2017
GUANAJUATO,9,143.69,2017
GUERRERO,9,369.44,2017
HIDALGO,9,182.07999999999998,2017
JALISCO,9,247.35000000000005,2017
ESTADO DE MÉXICO,9,186.27,2017
MICHOACÁN,9,190.93999999999997,2017
MORELOS,9,441.12000000000006,2017
NAYARIT,9,392.69000000000005,2017
NUEVO LEÓN,9,172.07,2017
OAXACA,9,319.96,2017
PUEBLA,9,322.50999999999993,2017
QUERÉTARO,9,167.96,2017
QUINTANA ROO,9,240.02000000000004,2017
SAN LUIS POTOSÍ,9,144.98,2017
SINALOA,9,162.88000000000002,2017
SONORA,9,39.349999999999994,2017
TABASCO,9,377.49000000000007,2017
TAMAULIPAS,9,129.17000000000002,2017
TLAXCALA,9,123.56,2017
VERACRUZ,9,429.01000000000005,2017
YUCATÁN,9,228.09,2017
ZACATECAS,9,111.32000000000001,2017
AGUASCALIENTES,10,21.790000000000003,2017
BAJA CALIFORNIA,10,0.01,2017
BAJA CALIFORNIA SUR,10,0.6200000000000001,2017
CAMPECHE,10,221.65,2017
COAHUILA,10,15.169999999999998,2017
COLIMA,10,142.66000000000003,2017
CHIAPAS,10,228.82999999999998,2017
CHIHUAHUA,10,14.429999999999998,2017
CIUDAD DE MÉXICO,10,31.440000000000005,2017
DURANGO,10,34.06,2017
GUANAJUATO,10,14.56,2017
GUERRERO,10,71.73999999999998,2017
HIDALGO,10,109.62,2017
JALISCO,10,59.400000000000006,2017
ESTADO DE MÉXICO,10,52.980000000000004,2017
MICHOACÁN,10,50.21,2017
MORELOS,10,81.72,2017
NAYARIT,10,102.44,2017
NUEVO LEÓN,10,64.87,2017
OAXACA,10,141.79999999999998,2017
PUEBLA,10,114.76000000000002,2017
QUERÉTARO,10,67.41999999999999,2017
QUINTANA ROO,10,255.19000000000003,2017
SAN LUIS POTOSÍ,10,85.77,2017
SINALOA,10,49.03000000000001,2017
SONORA,10,4.3,2017
TABASCO,10,414.01000000000005,2017
TAMAULIPAS,10,113.86000000000001,2017
TLAXCALA,10,30.299999999999997,2017
VERACRUZ,10,314.86,2017
YUCATÁN,10,154.78999999999996,2017
ZACATECAS,10,16.279999999999998,2017
AGUASCALIENTES,11,0.12,2017
BAJA CALIFORNIA,11,1.35,2017
BAJA CALIFORNIA SUR,11,0.17,2017
CAMPECHE,11,33.36000000000001,2017
COAHUILA,11,1.8599999999999999,2017
COLIMA,11,0.14,2017
CHIAPAS,11,37.87,2017
CHIHUAHUA,11,1.66,2017
CIUDAD DE MÉXICO,11,0.55,2017
DURANGO,11,0.04,2017
GUANAJUATO,11,0.28,2017
GUERRERO,11,6.67,2017
HIDALGO,11,4.93,2017
JALISCO,11,0.91,2017
ESTADO DE MÉXICO,11,3.3099999999999996,2017
MICHOACÁN,11,0.44000000000000006,2017
MORELOS,11,0.03,2017
NAYARIT,11,0.25,2017
NUEVO LEÓN,11,7.790000000000001,2017
OAXACA,11,13.339999999999998,2017
PUEBLA,11,11.95,2017
QUERÉTARO,11,1.2600000000000002,2017
QUINTANA ROO,11,94.01999999999998,2017
SAN LUIS POTOSÍ,11,1.42,2017
SINALOA,11,0.06,2017
SONORA,11,2.48,2017
TABASCO,11,98.19000000000001,2017
TAMAULIPAS,11,12.239999999999998,2017
TLAXCALA,11,2.3600000000000003,2017
VERACRUZ,11,43.330000000000005,2017
YUCATÁN,11,37.91,2017
ZACATECAS,11,0.27,2017
AGUASCALIENTES,12,27.6,2017
BAJA CALIFORNIA,12,2.8,2017
BAJA CALIFORNIA SUR,12,3.7,2017
CAMPECHE,12,40.1,2017
COAHUILA,12,35.6,2017
COLIMA,12,7.3,2017
CHIAPAS,12,18.4,2017
CHIHUAHUA,12,42.7,2017
CIUDAD DE MÉXICO,12,0.0,2017
DURANGO,12,21.2,2017
GUANAJUATO,12,0.4,2017
GUERRERO,12,0.4,2017
HIDALGO,12,6.9,2017
JALISCO,12,19.8,2017
ESTADO DE MÉXICO,12,0.1,2017
MICHOACÁN,12,0.3,2017
MORELOS,12,0.0,2017
NAYARIT,12,30.6,2017
NUEVO LEÓN,12,34.2,2017
OAXACA,12,7.0,2017
PUEBLA,12,7.9,2017
QUERÉTARO,12,1.8,2017
QUINTANA ROO,12,54.3,2017
SAN LUIS POTOSÍ,12,9.1,2017
SINALOA,12,17.6,2017
SONORA,12,36.7,2017
TABASCO,12,55.4,2017
TAMAULIPAS,12,14.2,2017
TLAXCALA,12,0.2,2017
VERACRUZ,12,37.1,2017
YUCATÁN,12,38.7,2017
ZACATECAS,12,27.2,2017
AGUASCALIENTES,1,35.449999999999996,2018
BAJA CALIFORNIA,1,14.410000000000002,2018
BAJA CALIFORNIA SUR,1,0.55,2018
CAMPECHE,1,105.65000000000002,2018
COAHUILA,1,0.7200000000000001,2018
COLIMA,1,5.210000000000001,2018
CHIAPAS,1,99.63,2018
CHIHUAHUA,1,0.14,2018
CIUDAD DE MÉXICO,1,7.92,2018
DURANGO,1,2.43,2018
GUANAJUATO,1,3.46,2018
GUERRERO,1,1.7399999999999998,2018
HIDALGO,1,27.100000000000005,2018
JALISCO,1,14.760000000000002,2018
ESTADO DE MÉXICO,1,11.530000000000001,2018
MICHOACÁN,1,15.359999999999998,2018
MORELOS,1,1.5999999999999999,2018
NAYARIT,1,3.4999999999999996,2018
NUEVO LEÓN,1,16.52,2018
OAXACA,1,24.960000000000004,2018
PUEBLA,1,32.370000000000005,2018
QUERÉTARO,1,9.16,2018
QUINTANA ROO,1,89.79999999999998,2018
SAN LUIS POTOSÍ,1,19.48,2018
SINALOA,1,0.37,2018
SONORA,1,1.56,2018
TABASCO,1,323.93999999999994,2018
TAMAULIPAS,1,27.34,2018
TLAXCALA,1,5.59,2018
VERACRUZ,1,112.73,2018
YUCATÁN,1,55.220000000000006,2018
ZACATECAS,1,24.279999999999998,2018
AGUASCALIENTES,2,28.570000000000004,2018
BAJA CALIFORNIA,2,12.759999999999998,2018
BAJA CALIFORNIA SUR,2,9.09,2018
CAMPECHE,2,19.180000000000007,2018
COAHUILA,2,7.01,2018
COLIMA,2,2.6199999999999997,2018
CHIAPAS,2,20.019999999999992,2018
CHIHUAHUA,2,19.15,2018
CIUDAD DE MÉXICO,2,7.6899999999999995,2018
DURANGO,2,12.2,2018
GUANAJUATO,2,13.84,2018
GUERRERO,2,2.03,2018
HIDALGO,2,15.19,2018
JALISCO,2,16.18,2018
ESTADO DE MÉXICO,2,17.470000000000002,2018
MICHOACÁN,2,16.18,2018
MORELOS,2,2.57,2018
NAYARIT,2,4.1,2018
NUEVO LEÓN,2,18.030000000000005,2018
OAXACA,2,13.570000000000002,2018
PUEBLA,2,14.259999999999996,2018
QUERÉTARO,2,10.03,2018
QUINTANA ROO,2,19.050000000000004,2018
SAN LUIS POTOSÍ,2,20.77,2018
SINALOA,2,14.68,2018
SONORA,2,34.279999999999994,2018
TABASCO,2,58.25999999999999,2018
TAMAULIPAS,2,12.409999999999998,2018
TLAXCALA,2,10.309999999999997,2018
VERACRUZ,2,37.21,2018
YUCATÁN,2,5.819999999999999,2018
ZACATECAS,2,22.83,2018
AGUASCALIENTES,3,0.0,2018
BAJA CALIFORNIA,3,4.84,2018
BAJA CALIFORNIA SUR,3,0.02,2018
CAMPECHE,3,15.489999999999998,2018
COAHUILA,3,2.3599999999999994,2018
COLIMA,3,0.0,2018
CHIAPAS,3,30.139999999999997,2018
CHIHUAHUA,3,1.8400000000000003,2018
CIUDAD DE MÉXICO,3,12.16,2018
DURANGO,3,0.09,2018
GUANAJUATO,3,0.7700000000000001,2018
GUERRERO,3,1.37,2018
HIDALGO,3,14.809999999999997,2018
JALISCO,3,0.08,2018
ESTADO DE MÉXICO,3,6.779999999999999,2018
MICHOACÁN,3,0.4000000000000001,2018
MORELOS,3,3.9599999999999995,2018
NAYARIT,3,0.0,2018
NUEVO LEÓN,3,3.64,2018
OAXACA,3,20.539999999999996,2018
PUEBLA,3,29.66,2018
QUERÉTARO,3,2.8400000000000003,2018
QUINTANA ROO,3,49.980000000000004,2018
SAN LUIS POTOSÍ,3,7.269999999999999,2018
SINALOA,3,0.05,2018
SONORA,3,0.8900000000000001,2018
TABASCO,3,49.34,2018
TAMAULIPAS,3,12.219999999999997,2018
TLAXCALA,3,5.7299999999999995,2018
VERACRUZ,3,57.39,2018
YUCATÁN,3,15.079999999999998,2018
ZACATECAS,3,0.24000000000000002,2018
AGUASCALIENTES,4,10.64,2018
BAJA CALIFORNIA,4,0.27,2018
BAJA CALIFORNIA SUR,4,0.0,2018
CAMPECHE,4,119.97999999999999,2018
COAHUILA,4,7.1499999999999995,2018
COLIMA,4,0.0,2018
CHIAPAS,4,101.72999999999999,2018
CHIHUAHUA,4,0.9299999999999999,2018
CIUDAD DE MÉXICO,4,44.49999999999999,2018
DURANGO,4,1.74,2018
GUANAJUATO,4,12.64,2018
GUERRERO,4,13.319999999999999,2018
HIDALGO,4,48.56999999999999,2018
JALISCO,4,2.1899999999999995,2018
ESTADO DE MÉXICO,4,41.730000000000004,2018
MICHOACÁN,4,6.619999999999999,2018
MORELOS,4,58.33999999999999,2018
NAYARIT,4,0.21,2018
NUEVO LEÓN,4,53.760000000000005,2018
OAXACA,4,49.27,2018
PUEBLA,4,84.60000000000001,2018
QUERÉTARO,4,24.13,2018
QUINTANA ROO,4,78.00000000000001,2018
SAN LUIS POTOSÍ,4,41.62,2018
SINALOA,4,0.07,2018
SONORA,4,0.12,2018
TABASCO,4,109.52,2018
TAMAULIPAS,4,78.98,2018
TLAXCALA,4,65.79,2018
VERACRUZ,4,90.08999999999999,2018
YUCATÁN,4,57.13999999999999,2018
ZACATECAS,4,6.88,2018
AGUASCALIENTES,5,44.699999999999996,2018
BAJA CALIFORNIA,5,0.39,2018
BAJA CALIFORNIA SUR,5,0.0,2018
CAMPECHE,5,45.74999999999999,2018
COAHUILA,5,11.709999999999999,2018
COLIMA,5,18.990000000000002,2018
CHIAPAS,5,165.16000000000003,2018
CHIHUAHUA,5,4.4399999999999995,2018
CIUDAD DE MÉXICO,5,59.099999999999994,2018
DURANGO,5,8.28,2018
GUANAJUATO,5,52.08,2018
GUERRERO,5,60.84,2018
HIDALGO,5,29.450000000000003,2018
JALISCO,5,57.690000000000005,2018
ESTADO DE MÉXICO,5,89.51999999999998,2018
MICHOACÁN,5,80.12,2018
MORELOS,5,166.60999999999999,2018
NAYARIT,5,7.1899999999999995,2018
NUEVO LEÓN,5,47.91000000000001,2018
OAXACA,5,73.21000000000001,2018
PUEBLA,5,72.12,2018
QUERÉTARO,5,39.519999999999996,2018
QUINTANA ROO,5,160.63000000000002,2018
SAN LUIS POTOSÍ,5,47.42,2018
SINALOA,5,0.6300000000000001,2018
SONORA,5,0.33,2018
TABASCO,5,59.470000000000006,2018
TAMAULIPAS,5,62.62000000000001,2018
TLAXCALA,5,45.65,2018
VERACRUZ,5,35.07000000000001,2018
YUCATÁN,5,118.83999999999999,2018
ZACATECAS,5,27.409999999999997,2018
AGUASCALIENTES,6,226.18,2018
BAJA CALIFORNIA,6,0.58,2018
BAJA CALIFORNIA SUR,6,15.27,2018
CAMPECHE,6,160.52999999999997,2018
COAHUILA,6,30.75,2018
COLIMA,6,317.31000000000006,2018
CHIAPAS,6,237.81000000000003,2018
CHIHUAHUA,6,45.91000000000001,2018
CIUDAD DE MÉXICO,6,127.41999999999999,2018
DURANGO,6,72.08999999999999,2018
GUANAJUATO,6,268.6200000000001,2018
GUERRERO,6,280.34000000000003,2018
HIDALGO,6,111.49000000000001,2018
JALISCO,6,201.37,2018
ESTADO DE MÉXICO,6,241.15000000000006,2018
MICHOACÁN,6,246.74999999999997,2018
MORELOS,6,565.0400000000002,2018
NAYARIT,6,171.84000000000003,2018
NUEVO LEÓN,6,82.0,2018
OAXACA,6,231.70999999999998,2018
PUEBLA,6,260.1,2018
QUERÉTARO,6,161.79,2018
QUINTANA ROO,6,230.15,2018
SAN LUIS POTOSÍ,6,131.58999999999995,2018
SINALOA,6,98.29999999999997,2018
SONORA,6,43.13,2018
TABASCO,6,129.91000000000003,2018
TAMAULIPAS,6,124.68,2018
TLAXCALA,6,149.37,2018
VERACRUZ,6,154.02000000000004,2018
YUCATÁN,6,169.94999999999996,2018
ZACATECAS,6,126.43999999999998,2018
AGUASCALIENTES,7,77.71999999999998,2018
BAJA CALIFORNIA,7,3.869999999999999,2018
BAJA CALIFORNIA SUR,7,6.9399999999999995,2018
CAMPECHE,7,164.10000000000005,2018
COAHUILA,7,28.950000000000003,2018
COLIMA,7,140.47,2018
CHIAPAS,7,117.81,2018
CHIHUAHUA,7,97.11999999999999,2018
CIUDAD DE MÉXICO,7,85.89000000000001,2018
DURANGO,7,63.85000000000001,2018
GUANAJUATO,7,70.33,2018
GUERRERO,7,93.73,2018
HIDALGO,7,40.93000000000001,2018
JALISCO,7,147.76999999999998,2018
ESTADO DE MÉXICO,7,112.56999999999998,2018
MICHOACÁN,7,118.77999999999997,2018
MORELOS,7,104.86000000000001,2018
NAYARIT,7,219.41,2018
NUEVO LEÓN,7,37.75000000000001,2018
OAXACA,7,86.16,2018
PUEBLA,7,76.92000000000002,2018
QUERÉTARO,7,31.439999999999998,2018
QUINTANA ROO,7,90.65999999999998,2018
SAN LUIS POTOSÍ,7,25.080000000000002,2018
SINALOA,7,148.48,2018
SONORA,7,120.05000000000001,2018
TABASCO,7,109.48999999999998,2018
TAMAULIPAS,7,26.189999999999994,2018
TLAXCALA,7,52.09,2018
VERACRUZ,7,120.64000000000001,2018
YUCATÁN,7,97.27,2018
ZACATECAS,7,55.63000000000001,2018
AGUASCALIENTES,8,97.28999999999999,2018
BAJA CALIFORNIA,8,5.45,2018
BAJA CALIFORNIA SUR,8,19.639999999999997,2018
CAMPECHE,8,241.5200000000001,2018
COAHUILA,8,40.94999999999999,2018
COLIMA,8,298.89,2018
CHIAPAS,8,256.97999999999996,2018
CHIHUAHUA,8,122.42999999999996,2018
CIUDAD DE MÉXICO,8,198.17999999999995,2018
DURANGO,8,89.78000000000003,2018
GUANAJUATO,8,146.26000000000002,2018
GUERRERO,8,256.59000000000003,2018
HIDALGO,8,79.55999999999999,2018
JALISCO,8,206.85,2018
ESTADO DE MÉXICO,8,223.86999999999995,2018
MICHOACÁN,8,214.96999999999994,2018
MORELOS,8,459.26,2018
NAYARIT,8,367.79,2018
NUEVO LEÓN,8,21.300000000000004,2018
OAXACA,8,208.44000000000003,2018
PUEBLA,8,238.84000000000003,2018
QUERÉTARO,8,71.64999999999999,2018
QUINTANA ROO,8,129.48,2018
SAN LUIS POTOSÍ,8,67.02000000000002,2018
SINALOA,8,291.09000000000003,2018
SONORA,8,147.83,2018
TABASCO,8,195.68999999999997,2018
TAMAULIPAS,8,29.430000000000003,2018
TLAXCALA,8,124.61999999999999,2018
VERACRUZ,8,218.04,2018
YUCATÁN,8,159.18,2018
ZACATECAS,8,82.58999999999999,2018
AGUASCALIENTES,9,123.09000000000005,2018
BAJA CALIFORNIA,9,7.51,2018
BAJA CALIFORNIA SUR,9,76.62000000000002,2018
CAMPECHE,9,202.13,2018
COAHUILA,9,172.77,2018
COLIMA,9,336.97,2018
CHIAPAS,9,300.99999999999994,2018
CHIHUAHUA,9,110.36999999999999,2018
CIUDAD DE MÉXICO,9,120.68000000000002,2018
DURANGO,9,168.76000000000002,2018
GUANAJUATO,9,165.17,2018
GUERRERO,9,197.04999999999993,2018
HIDALGO,9,72.4,2018
JALISCO,9,201.62,2018
ESTADO DE MÉXICO,9,172.22000000000006,2018
MICHOACÁN,9,161.9,2018
MORELOS,9,312.83,2018
NAYARIT,9,379.3599999999999,2018
NUEVO LEÓN,9,226.88000000000005,2018
OAXACA,9,178.63,2018
PUEBLA,9,173.12000000000003,2018
QUERÉTARO,9,110.16999999999997,2018
QUINTANA ROO,9,146.82,2018
SAN LUIS POTOSÍ,9,164.07,2018
SINALOA,9,320.42999999999995,2018
SONORA,9,108.96000000000001,2018
TABASCO,9,218.09000000000003,2018
TAMAULIPAS,9,203.44999999999996,2018
TLAXCALA,9,88.38999999999996,2018
VERACRUZ,9,197.55999999999997,2018
YUCATÁN,9,137.31,2018
ZACATECAS,9,179.38000000000005,2018
AGUASCALIENTES,10,83.31,2018
BAJA CALIFORNIA,10,40.65,2018
BAJA CALIFORNIA SUR,10,21.509999999999998,2018
CAMPECHE,10,160.93999999999997,2018
COAHUILA,10,67.42000000000002,2018
COLIMA,10,292.27,2018
CHIAPAS,10,224.88,2018
CHIHUAHUA,10,52.01,2018
CIUDAD DE MÉXICO,10,86.80000000000001,2018
DURANGO,10,70.82000000000001,2018
GUANAJUATO,10,65.53000000000002,2018
GUERRERO,10,188.68000000000004,2018
HIDALGO,10,93.27000000000002,2018
JALISCO,10,149.82999999999998,2018
ESTADO DE MÉXICO,10,112.58000000000003,2018
MICHOACÁN,10,147.36,2018
MORELOS,10,213.62,2018
NAYARIT,10,168.58999999999997,2018
NUEVO LEÓN,10,46.60999999999999,2018
OAXACA,10,257.91999999999996,2018
PUEBLA,10,167.30999999999997,2018
QUERÉTARO,10,58.56,2018
QUINTANA ROO,10,162.31999999999996,2018
SAN LUIS POTOSÍ,10,74.63,2018
SINALOA,10,70.44999999999999,2018
SONORA,10,81.83999999999999,2018
TABASCO,10,253.66,2018
TAMAULIPAS,10,75.32999999999998,2018
TLAXCALA,10,64.18,2018
VERACRUZ,10,332.45,2018
YUCATÁN,10,86.98,2018
ZACATECAS,10,60.05,2018
AGUASCALIENTES,11,40.51,2018
BAJA CALIFORNIA,11,9.89,2018
BAJA CALIFORNIA SUR,11,0.54,2018
CAMPECHE,11,127.17000000000003,2018
COAHUILA,11,7.6499999999999995,2018
COLIMA,11,198.32999999999998,2018
CHIAPAS,11,118.38000000000001,2018
CHIHUAHUA,11,3.3,2018
CIUDAD DE MÉXICO,11,31.060000000000002,2018
DURANGO,11,8.83,2018
GUANAJUATO,11,50.39,2018
GUERRERO,11,58.86,2018
HIDALGO,11,35.21,2018
JALISCO,11,75.93,2018
ESTADO DE MÉXICO,11,64.45,2018
MICHOACÁN,11,100.86,2018
MORELOS,11,74.44,2018
NAYARIT,11,30.48,2018
NUEVO LEÓN,11,14.229999999999999,2018
OAXACA,11,44.120000000000005,2018
PUEBLA,11,84.8,2018
QUERÉTARO,11,31.060000000000002,2018
QUINTANA ROO,11,82.20000000000002,2018
SAN LUIS POTOSÍ,11,30.880000000000003,2018
SINALOA,11,5.63,2018
SONORA,11,1.01,2018
TABASCO,11,358.77000000000004,2018
TAMAULIPAS,11,18.41,2018
TLAXCALA,11,46.919999999999995,2018
VERACRUZ,11,93.77,2018
YUCATÁN,11,67.42,2018
ZACATECAS,11,23.759999999999998,2018
AGUASCALIENTES,12,1.2,2018
BAJA CALIFORNIA,12,24.690000000000005,2018
